country,year,energy_type,production_gwh,installed_capacity_mw,investments_usd,population,gdp,energy_consumption,energy_exports,energy_imports,co2_emissions,renewable_energy_jobs,government_policies,r&d_expenditure,renewable_energy_targets,average_annual_temperature,annual_rainfall,solar_irradiance,wind_speed,hydro_potential,geothermal_potential,biomass_availability,energy_storage_capacity,grid_integration_capability,electricity_prices,energy_subsidies,international_aid_for_renewables,public_awareness,energy_efficiency_programs,urbanization_rate,industrialization_rate,energy_market_liberalization,renewable_energy_patents,educational_level,technology_transfer_agreements,renewable_energy_education_programs,local_manufacturing_capacity,import_tariffs_on_energy_equipment,export_incentives_for_energy_equipment,natural_disasters,political_stability,corruption_perception_index,regulatory_quality,rule_of_law,control_of_corruption,economic_freedom_index,ease_of_doing_business,innovation_index,number_of_research_institutions,number_of_renewable_energy_conferences,number_of_renewable_energy_publications,energy_sector_workforce,proportion_of_energy_from_renewables,public-private_partnerships_in_energy,regional_renewable_energy_cooperation
Japan,2011,Wind,20416.84288,20472.13186,8839381982,462830408,9.68199E+13,433917.1082,22551.07598,89258.08675,16652.55315,87707,0,4319719663,0,-5.151749692,582.0311776,223.852536,8.801616707,67.01961482,64.42517425,61.11581262,920.1336522,0.089203229,0.289859977,21238445.75,668084037.1,0.893365261,1,29.46524885,55.12045723,0,670,3.018425552,1,0,97.29867753,53.44052673,56.95881855,1,0.49123746,6.39918035,2.84072336,4.502498601,7.355514408,79.21346823,95.92363205,6.578275832,893,92,5432,908942,62.11169445,0,0
Japan,2002,Geothermal,14328.85441,4426.443089,6321601223,1116929406,5.87506E+12,209425.6118,69872.89986,8029.961085,613938.2831,312009,1,6598004886,1,-9.361741757,2365.409071,144.3879897,8.43159194,11.07891713,12.11284471,78.14402461,475.6670747,0.515661481,0.498051243,800625777,789637674,9.984090557,0,91.7444564,5.963382507,0,11,3.796242065,1,1,74.5235598,25.84655386,5.597351102,1,8.711983271,4.626752196,9.587781801,9.345186556,3.875570497,33.15950909,1.763782441,67.95719783,474,58,5109,52691,66.57086942,1,0
Canada,2001,Hydro,39751.02948,7594.169918,7253511290,377101933,1.06586E+14,540816.2881,40211.64033,15331.38498,244784.045,849390,1,4038373947,0,-2.745823368,2078.556228,266.4349731,0.861555426,23.2838019,40.95376556,37.83414689,685.5223958,0.227717263,0.124514668,864222175.2,40653063.92,4.230008698,0,32.00345499,24.40884586,0,857,4.620214252,0,0,55.49787295,76.96582324,52.70423132,1,5.274612555,6.590801367,8.410235073,7.362764194,3.485210326,53.13001252,21.47254824,57.35433151,595,92,6541,148961,57.80981464,0,1
Canada,2023,Wind,22486.70789,10295.32219,116173698,778920408,1.17796E+14,287547.3835,9550.037708,9783.231943,536042.0085,317986,0,2077202821,0,2.442066791,1769.661673,161.4945768,13.70751585,33.71282897,94.52148421,17.02475884,704.1034547,0.133551081,0.225351549,777099140,168671550.9,2.75007315,1,38.07633194,62.53229006,1,125,8.889467091,1,0,60.34742539,65.13835266,77.78910586,1,8.608129827,5.976320938,7.107403655,4.493488798,6.441895814,74.27382857,44.52236428,21.19776729,457,51,7192,98193,68.87473659,0,1
Australia,2013,Solar,23229.54141,20768.27751,8942912384,1370392636,1.8412E+14,136064.0497,96220.56841,53700.74892,168396.3483,909492,0,8649504354,0,21.27874687,2176.278107,276.2793952,2.198655276,65.54270115,6.876022334,1.182489693,18.49625644,0.360068158,0.202354237,754040347.6,843101344.5,8.835450266,0,89.98144601,44.91689592,0,427,0.844614883,0,1,58.26136812,6.589319708,11.76324075,1,5.95434579,3.49630489,5.150318925,4.650261869,7.361278927,88.67959261,54.3388635,33.10186765,884,89,8594,877421,61.35930455,1,0
Russia,2017,Wind,8164.967686,2456.09736,2874115412,922198728,6.13665E+13,957491.8813,85549.503,67029.20072,776286.8898,418779,1,5533250750,0,-2.207015899,1183.575136,129.4872711,4.708106921,83.41961063,65.47476914,4.616567356,835.6272666,0.162676925,0.394149093,596466787.6,698116476.1,5.267076293,0,62.32891347,23.88203362,0,420,9.4326649,0,0,76.65828987,53.82728277,40.45504406,0,3.644213558,6.195639612,6.325522491,5.044386353,9.60334493,69.11778997,33.56243303,20.46313408,588,14,8215,906789,89.60512472,0,1
USA,2006,Biomass,64470.03757,34398.98891,265515947.9,420855139,2.58321E+13,426697.0848,14520.84973,14264.36526,252617.2331,523274,1,8117182348,0,16.48682399,859.1223244,225.6260775,7.3063963,50.4758566,56.68212066,67.06127331,175.1268778,0.460479306,0.265895362,571689346.7,484983603.4,4.213438843,1,43.97749111,7.788930552,0,336,1.082775979,0,1,56.61042139,93.02085456,86.41220622,0,3.709170435,9.005148558,0.517433303,4.757382014,5.383401991,5.33905998,48.39280271,37.51862817,65,91,9900,625513,72.36197281,0,0
Japan,2018,Wind,50591.52795,41424.98794,9116574990,679601531,1.57425E+13,817064.8767,80022.25686,77582.40214,632662.2752,319357,0,2902285627,0,33.47060836,1035.481431,116.3717885,2.137988649,81.14438979,91.04008962,49.20605367,472.2779615,0.6506113,0.456019081,484621330.4,983390933.4,4.756996716,0,85.20523721,7.448116975,1,571,1.810251275,1,1,6.92581016,4.112303561,10.74160843,1,3.435116167,1.316595016,0.908546302,3.347328999,8.122310804,97.49635829,67.81549533,34.43717089,467,42,9847,171653,37.73962608,0,1
China,2009,Hydro,16295.99982,40680.48987,7841413432,547601231,1.48212E+14,67258.75239,3930.962909,32050.07137,848780.5778,478092,0,2871629452,1,24.85753532,2121.441193,184.6255597,10.04629691,8.817914854,84.28206324,74.94275262,95.43428612,0.634200584,0.367880556,30878805.97,239210631.8,7.153345972,1,29.33485387,65.55063131,1,734,7.859022764,0,1,93.98756306,21.29940869,49.74087663,1,4.13265891,1.261013556,5.080624122,7.780470096,2.330586067,67.18769475,69.04862664,70.79389668,996,18,3340,787062,34.66505381,1,1
Brazil,2020,Geothermal,30884.05359,39759.47714,5967054893,579594219,1.17865E+13,940010.0069,38282.51913,94730.04838,591172.4198,147687,1,6406825680,1,33.14612633,1795.100311,249.9624478,1.40305238,12.89535832,68.29377377,84.34161156,444.1280861,0.745027322,0.088599294,698378241.3,823650230.6,8.906952938,0,34.67451183,49.4952122,1,168,6.667688857,0,1,76.63740302,51.87530505,52.34802049,0,1.524989879,8.517213288,9.251420907,0.280601817,2.247959597,24.77571802,19.35750673,36.64720808,378,82,4629,879405,34.78879584,1,1
India,2012,Hydro,4175.45515,10256.6462,4388794755,699363857,9.6854E+13,513697.4051,79900.84009,39204.5748,204360.0652,805207,0,8892806450,0,18.40521603,2195.576907,133.1107159,8.468524554,76.3223248,12.24199245,48.7403501,880.0335404,0.328716514,0.449584014,182266051.7,988983075.9,1.589423626,0,58.45327385,17.24510409,0,696,5.108945959,1,0,66.10368829,60.25747033,75.08857725,0,5.527929869,9.088051915,7.75830337,8.592379985,6.75042608,18.72623765,65.21521977,23.8579761,460,14,7200,69357,54.96716646,1,0
Germany,2014,Hydro,37869.16228,48911.2929,9407352874,123275174,1.41467E+14,341740.8293,51775.41904,63488.29147,242502.8422,686878,1,1748685360,1,-8.858036196,1274.254705,277.3675017,9.31876441,64.60267688,12.77183513,53.73383253,777.3562176,0.43637269,0.236175759,688667220.8,446615392.3,2.076868304,0,77.84358978,40.59687674,1,817,0.389962867,0,0,44.11376733,78.90222122,59.28266899,1,0.992400212,8.7647342,1.674931299,0.253016851,0.882537928,91.48826583,11.94745353,88.56504547,81,79,4861,921624,44.21119623,1,0
Australia,2021,Geothermal,23348.04376,48024.42434,164313739.9,737010015,1.80864E+14,494266.9747,12341.26443,54582.51037,422033.0395,777569,1,7107771421,1,-4.756387978,2310.839898,258.4023073,3.180585227,92.10870603,54.97519945,22.07457496,489.9972097,0.751731289,0.120528512,117553805.4,410437228.7,9.64403127,1,19.62169734,26.1887548,1,167,4.155843457,0,1,2.292520017,20.14597025,67.70390806,1,9.851918529,5.754238128,9.063213184,5.90064196,3.475644019,86.14245118,30.70342613,27.39896188,896,85,6585,813665,27.91020571,1,1
Russia,2012,Hydro,92263.45997,41456.32691,6970303736,58714084,4.18219E+13,818435.4152,35238.649,22139.12216,909502.1939,537561,1,1361179914,1,30.4016742,2788.891146,100.9243531,4.40470725,41.9036439,9.718192317,3.713863244,186.5172344,0.952548262,0.317973277,883894481.7,939106273.5,3.533267346,0,10.59120088,33.26159172,0,350,8.02208448,1,0,51.40618549,31.16957706,97.69558006,0,7.998680615,2.292630082,9.010074074,0.520403535,1.231631468,16.22749358,20.53224799,25.70433228,11,94,6833,899391,58.28637811,1,0
Japan,2020,Geothermal,82295.64977,22024.81412,2458489048,1001928948,5.05345E+13,468451.4466,70776.1965,45200.69832,525288.6716,212980,1,33159721.64,0,14.68320751,1806.156016,214.9976296,8.272584801,84.61945453,24.33936779,1.263059553,546.436598,0.110384707,0.075513829,558307487.8,998118102.6,5.559175566,1,52.24884971,6.269360362,1,179,8.36036503,1,1,34.76303308,79.23192003,56.72985114,1,6.116956223,2.237264922,7.470530848,1.723243018,7.333273968,2.65075434,9.639615278,79.58520553,160,94,2350,460098,9.952001374,1,0
Japan,2004,Geothermal,9719.106992,5337.658881,1324637916,1250782180,6.30982E+13,561274.8159,85462.87519,83169.07165,651242.9466,140257,0,9674316147,1,4.861090017,2558.554863,124.682005,6.733069086,40.27285711,19.16561271,81.30519031,501.950563,0.674762364,0.075013093,139693362.7,839750146.5,3.678574988,0,94.19387177,92.34301931,0,124,4.471230575,0,1,40.54134867,72.9099408,23.15108437,1,2.266881646,1.177629281,5.542706334,0.770643348,1.438978932,62.84287074,1.65751534,24.9081284,949,99,7822,111984,6.027505874,0,1
France,2016,Solar,43809.08521,31582.48478,597427117.6,985218464,8.53268E+13,778056.4952,16511.41199,8033.247683,999816.5002,731547,1,5424997063,0,35.32874974,1612.113673,204.5825957,10.16054417,66.64644136,35.9955679,69.78754646,28.87369543,0.08844462,0.28624191,209659108,52204696.61,0.110323817,1,87.33169928,72.04147344,1,438,7.878791665,0,1,50.43563712,83.92788281,37.44122663,1,9.337510723,7.38338828,5.385206977,5.070466125,1.879601142,90.95589626,8.825482725,62.31492116,781,31,2735,985825,99.68394915,1,0
Russia,2014,Hydro,78035.54269,47227.28794,4178743965,685211205,4.79737E+13,317496.831,45926.06241,94949.08615,585859.8914,704717,1,1971397066,1,-4.275003348,2045.87357,196.0218278,7.59029833,60.87420489,88.77480937,20.44643126,620.7115965,0.636651172,0.277293934,792578832.7,613589803.8,2.010113219,0,21.50794775,35.48760545,1,462,2.183309184,1,0,17.29335978,67.00160654,54.2182902,0,0.338769008,5.305275835,0.48273319,7.868375082,9.75069797,58.79263005,62.17222835,70.62969202,248,71,3436,19894,19.75589277,0,1
France,2019,Solar,73558.32072,21480.48886,5081037102,485848218,1.29751E+14,662194.5916,3313.106687,84640.62983,296079.3976,836575,0,6353584483,0,17.21233573,1875.469358,238.6308686,14.29039309,88.64159142,79.06766274,24.45638258,975.6971706,0.341718327,0.428095815,919806893.2,337255791.7,7.198216935,1,27.68652688,3.101461858,0,979,6.506506812,0,1,31.28815797,27.69720837,95.24802982,0,6.013341651,6.109847166,0.767829587,6.282989674,6.829161045,28.89853024,36.37281475,21.53933252,649,92,5302,42095,95.64543244,0,1
Canada,2019,Wind,66336.25559,11525.86351,6044883349,438592147,1.81898E+14,266160.6624,16573.44239,8365.081164,188426.8304,506277,1,4456928215,1,19.83182668,2112.806766,246.0208657,14.75891015,87.9420742,3.901601784,41.50438039,513.2013704,0.746553592,0.184681829,738666041.2,819002061.4,3.212046121,0,22.51275912,63.86318816,1,791,8.983934586,0,1,16.81021423,80.27103029,91.04254722,0,3.492768769,7.91117612,9.995320802,2.570548562,5.178150553,86.17069335,77.60868302,10.5759016,157,71,8930,950125,28.41829226,0,1
Japan,2018,Hydro,76002.04359,40467.96775,1040270274,698146784,7.81948E+13,346895.7722,60245.29009,39263.86844,132880.1341,116284,0,5599666345,0,10.37478448,1152.622852,256.1231403,1.778557219,23.32096206,96.55487203,60.21288624,111.1208571,0.599736932,0.382992612,907511822.5,150017903.5,5.751719093,1,55.96441591,11.35551563,1,703,5.934658806,0,0,59.91971961,26.76610263,25.98071986,1,5.431864026,9.988360043,7.908745396,9.071612565,6.849818384,24.4568538,87.95413111,39.77590349,966,92,3627,452493,73.02580821,0,0
Germany,2009,Solar,27352.13318,39713.10117,3792485166,365305311,1.66182E+14,601339.293,74873.33285,1426.698311,474689.4238,305188,1,8147618269,0,12.55405658,2280.285424,281.269269,13.30395182,44.68705513,51.03862071,14.47186115,925.3608468,0.403696183,0.193585826,154655702.1,811430527.1,3.67770636,1,46.87284841,27.81040381,1,968,2.672491988,1,0,22.21064712,35.97309117,87.43592457,0,8.263673738,0.154030946,3.207842179,0.669079155,9.248236191,25.25078061,42.84365901,60.60123145,138,39,3756,414263,61.81428089,1,1
Russia,2020,Biomass,65174.45672,20906.48577,8631451574,1030913278,3.06183E+13,524270.2024,28987.60731,34461.63508,320841.4092,871733,1,7876186268,1,35.33356317,967.418583,201.7684336,8.341801834,37.3932349,73.66872118,84.39429066,563.9140038,0.3714443,0.444933106,213120736.8,4204080.878,6.00647865,0,95.59735778,94.87676617,1,640,9.776370439,0,0,43.10219991,64.94841739,14.68602995,0,9.228726488,4.698157308,8.732876519,1.000077437,8.734105046,7.478630143,97.40822644,44.6550104,691,46,8463,544572,55.35381499,0,1
France,2016,Biomass,13782.68268,3526.357947,1573784437,1034366821,4.75252E+13,362022.223,29057.42349,70866.66403,603329.9849,651981,1,1643067669,1,4.060445355,1248.607547,282.8586118,12.75002501,48.61832787,94.1722907,85.68737767,785.2884653,0.134696349,0.470809536,872324046.8,146610271.9,6.667184229,0,73.50423645,44.09136321,0,994,9.597379643,0,0,56.56007934,70.69883721,69.37270529,0,1.665277111,6.978075776,7.775581397,1.932325794,8.911151883,66.92420852,9.956479015,83.95041563,626,26,3308,709223,30.06430056,1,1
Japan,2019,Solar,35054.88338,26586.41927,7489262790,1486953933,6.16463E+12,358067.9696,93188.79026,32912.01719,331660.8292,90622,1,6563023930,1,24.77316916,636.2819664,290.6515353,0.029243512,65.8647694,1.782537599,6.956308831,484.7103076,0.263872023,0.159489922,133986909.5,317527757.5,1.746803048,0,47.25700635,49.38277087,1,146,4.789934685,1,0,74.60345631,59.44454815,71.41283963,0,9.375618202,7.726279487,4.257874576,9.175282194,1.600819693,95.6193473,51.71116898,88.39176222,213,82,4989,724752,9.129069956,1,0
Japan,2016,Geothermal,43408.15635,25641.57616,9923730969,947574659,1.33574E+14,709486.6634,15388.80952,68389.65971,540963.3224,458055,1,3894984372,0,37.22900819,1212.546536,252.3848274,12.82827684,90.74830347,65.60267732,83.80879403,732.9956169,0.898392896,0.124867483,465928214.6,132720676.3,4.836665537,1,10.41913964,54.44699404,1,659,1.547462311,0,1,84.00973236,82.72900657,83.97943129,0,6.750029667,5.235797161,5.567393444,7.591656878,6.380272066,57.54559187,5.801431018,54.96026597,630,65,9842,876181,98.81768875,1,0
Australia,2008,Geothermal,86965.28474,25312.39807,5324035677,101227694,1.63486E+13,511380.3497,66430.78767,10106.18879,212363.7978,974171,1,7299930395,0,21.96012691,1481.667078,193.0484572,14.67974436,42.27597916,23.61246048,60.72350474,670.2874352,0.996996733,0.417820429,817784863.1,135086580.5,6.354185931,0,85.34206437,72.5780824,1,716,6.404258691,1,1,12.04185374,24.32954309,24.79178895,1,5.061134414,1.922115158,6.212485817,2.99311121,3.432777528,35.03356344,34.3848091,5.179896035,301,66,104,290674,55.45616125,0,0
Japan,2020,Solar,4750.663172,28693.96903,1160267651,1200416464,6.61641E+13,375490.338,31423.13013,95015.86894,556936.1249,362392,1,3913858924,1,-9.528088069,615.3369463,206.9150197,5.33762133,59.02429241,61.22595184,81.28187364,863.5134165,0.28483154,0.312099259,59806802.24,739231062.6,5.554696995,1,47.60005018,35.71949868,1,540,6.90783127,1,0,68.92608512,27.0118888,15.60020411,0,4.454343376,1.983281701,5.501924751,5.853077816,4.099807018,87.20320934,4.01592263,60.65972391,903,11,5256,906156,87.93406339,1,0
China,2017,Geothermal,14716.23933,14983.22361,4096533120,1119593522,1.62641E+14,443798.812,27419.93797,87443.09349,644657.8509,705198,0,3477858977,1,26.36518642,1045.157861,239.6637395,14.40579613,91.039512,65.84760122,59.1821438,192.1802025,0.636558791,0.367300286,225521443.7,12522635.46,1.325045654,0,14.37644993,73.91917903,0,722,9.944929879,1,0,21.78305762,71.30685432,34.94781152,0,5.504209636,0.333729238,4.17473911,1.844612049,6.925648685,89.03077631,96.83788027,56.13034665,84,45,9375,222202,8.270870678,1,1
USA,2010,Geothermal,75866.77826,6994.171929,3430446683,591188509,6.85685E+12,242944.5667,98916.86357,43213.05138,582330.177,930861,0,4908413440,1,7.156824925,1322.812092,228.4325144,4.287091885,92.11291612,72.82987995,45.93971086,865.5650175,0.439917817,0.460943771,321639514,395502419.6,5.756674781,0,84.71051833,72.39572358,0,749,3.96174434,1,1,74.06009836,11.75754839,24.07572338,1,7.054213233,9.801794039,5.515892466,8.806453512,0.963761747,78.4359127,91.02804077,59.37204811,766,18,8718,690064,52.4449739,1,1
Australia,2010,Hydro,24298.48271,31724.79563,8416746928,98368771,1.12443E+14,840514.2199,51726.28373,35884.23474,975798.5457,237640,0,7397362525,1,-0.378544154,418.7448436,268.599573,14.09883507,1.395507836,75.95421221,20.12952014,41.8123753,0.046669092,0.446123494,64050448.46,989341920.3,0.694323565,0,55.09432057,72.25346476,1,605,7.118894436,1,0,41.24487389,15.32213708,16.26371442,0,3.260802852,2.914089528,8.249050525,5.286336251,6.776314327,68.68850726,36.91535429,66.09562106,995,34,3931,475086,70.88413193,0,1
India,2019,Hydro,72965.04312,35847.39204,6920941086,769730443,8.20688E+13,208595.7663,90325.41935,64573.1818,193652.2165,258358,0,7461216403,1,30.25732967,513.1381478,150.5284816,1.167981627,55.32119495,51.59155544,55.69443504,355.956878,0.240726298,0.416590305,365427994.8,852330575.3,6.838022567,0,94.48633523,24.49431492,1,93,4.950648831,1,0,86.36030635,89.42873802,83.6430775,0,2.694847674,2.247652916,7.524159383,0.019238115,1.825942142,10.93516241,11.31767659,91.32253973,865,59,6927,116945,41.06430811,0,0
Germany,2003,Geothermal,16877.35261,17020.33317,6890713389,50058504,1.96006E+14,922882.4334,98063.27919,34395.58445,225624.6666,673542,0,2043420523,0,6.424781527,853.0009668,255.1035721,12.53921804,68.39633403,56.95349004,6.724992679,681.8957699,0.784889182,0.470533767,545489634.6,970426963.2,5.187113474,1,43.353889,28.25348269,1,700,6.725029237,1,0,45.19498745,70.36687064,77.98981579,1,2.404864264,2.298067555,0.686352987,7.820218263,8.905373086,49.30728798,53.54040922,63.89787055,150,72,4544,614197,15.70168386,0,0
France,2011,Biomass,54646.35411,35535.60473,5948972551,891893081,4.21651E+13,610350.3648,32138.72486,63675.20178,57526.17836,506905,1,4986648520,0,-8.534841035,1617.291408,220.8080329,1.666015039,92.86384263,20.41014434,6.254776784,105.8880226,0.180116689,0.197077191,523999384.6,65760198.26,3.520615662,1,95.21998693,76.26625847,0,128,6.372430577,0,0,13.1191861,60.84408791,69.78271504,0,6.810512132,7.827326387,2.550393076,7.171707081,7.074038458,47.0254224,73.33881358,37.14695709,345,83,5053,533348,66.51743815,0,1
Russia,2004,Wind,53427.70949,3563.533896,3825802790,736672887,4.78511E+13,529464.389,39537.23683,2400.639814,141349.1462,475085,0,6395092202,1,-9.921655228,2272.572355,208.7830324,14.58143702,97.84184636,24.22049655,86.59083427,737.6550341,0.333553188,0.428115479,100096644.8,725581956.3,7.029575183,1,76.77613396,16.853301,0,232,9.477957629,0,1,64.6447425,52.81897391,56.23666915,0,0.078476313,8.443686618,2.031606604,0.721334495,0.74348912,90.19042394,96.87400629,80.84275565,624,78,8219,621503,75.62557142,1,1
Brazil,2017,Geothermal,72351.03889,49939.8032,5674979287,1399837339,5.91276E+13,708950.1845,40861.23428,10118.02872,805150.1709,349975,1,238972389.8,0,29.76350752,590.7289096,216.1426509,6.651972243,6.454541072,27.51978851,50.60944116,673.4857391,0.018198889,0.093442102,897055803.4,465620921.2,9.658526161,1,40.32510826,58.85309228,0,984,8.14808446,0,1,89.93727987,58.5957712,64.29506182,1,7.72742006,5.727387121,3.447161668,6.714282429,4.144967325,62.49354157,54.92018361,29.69951595,12,63,7318,101976,82.4870405,0,1
Australia,2020,Hydro,65362.89486,1447.615163,6541967743,1336499726,1.18546E+14,272686.0464,7250.619741,88510.16485,821284.3742,168847,0,2258185280,1,-3.60855637,1940.650625,162.1612366,7.585297042,14.75995862,23.00576768,73.00333036,304.0785444,0.974572833,0.452741082,846565716.2,312177968.6,5.08304837,0,46.1802159,39.87058321,0,272,3.847904499,0,1,71.24197514,81.97365207,43.05522821,0,0.516007571,2.315062702,2.345427784,3.37217548,9.494477812,63.23878084,33.78198049,75.40297443,29,92,105,481913,13.67588993,0,0
Canada,2007,Wind,3388.783572,11849.32567,9106571841,1136011772,1.76306E+14,5108.598365,99613.13022,48582.68221,54242.86832,437254,1,4346768210,0,-8.809691093,922.7410666,228.8517474,4.272926121,31.74043185,76.82266597,13.06905542,903.3921318,0.296175527,0.459730357,293465843.8,572974142.4,6.333729146,1,73.37064616,39.84418833,1,246,7.431475863,1,0,60.98792964,5.868758357,74.28374749,1,7.046983334,2.256491784,4.677542468,8.662683766,6.640782067,60.02477753,58.31064065,30.59009339,990,34,1147,819182,7.454600834,1,1
